"Health Center Name","City","State","Total Patients","Children (< 18 years old)","Adult (18 - 64)","Older Adults (age 65 and over)","Racial and/or Ethnic Minority","Hispanic/Latino Ethnicity","Black/African American","Asian","American Indian/Alaska Native","Native Hawaiian / Other Pacific Islander","More than one race","Best Served in another language","year","category","Patients at or below 200% of poverty","Patients at or below 100% of poverty","Uninsured","Medicaid/CHIP","Medicare","Other Third Party","Hypertension","Diabetes","Asthma","HIV","Prenatal Patients","Prenatal Patients who Delivered","Access to Prenatal Care (First Prenatal Visit in 1st Trimester)","Low Birth Weight","Cervical Cancer Screening","Adolescent Weight Screening and Follow Up","Adult Weight Screening and Follow Up","Adults Screened for Tobacco Use and Receiving Cessation Intervention","Colorectal Cancer Screening","Childhood Immunization","Depression Screening","Dental Sealants","Asthma Treatment (Appropriate Treatment Plan)","Statin Therapy for the Prevention and Treatment of Cardiovascular Disease","Heart Attack/Stroke Treatment (Aspirin Therapy for Ischemic Vascular Disease Patients)","Blood Pressure Control (Hypertensive Patients with Blood Pressure < 140/90)","Uncontrolled Diabetes > 9%","HIV Linkage to Care","Breast Cancer Screening","Depression Remission","HIV Screening","Health Center Service Grant Expenditures","Total Cost","Total Cost Per Patient","Medical","Dental","Mental Health","Substance Abuse","Vision","Enabling"
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.983732489832806","0.719837324898328","0.232978723404255","0.563031914893617","0.030585106382979","0.173404255319149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.88996138996139","0.595835631549917","0.066975666280417","0.539860950173812","0.174275782155272","0.218887601390498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.899651297946532","0.694304533126695","0.187465790914067","0.620689655172414","0.063492063492064","0.128352490421456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.835792778649922","0.559811616954474","0.265485581275055","0.360274149747834","0.05534721324195","0.318893055735161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.908029197080292","0.629197080291971","0.284929225645296","0.371024146544546","0.100915903413822","0.243130724396336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.814175374829623","0.45115856428896","0.226369226369226","0.550836550836551","0.050765050765051","0.172029172029172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.59898292771522","0.20704685797312","0.066916354556804","0.163046192259675","0.332833957553059","0.437203495630462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.938775510204082","0.556586270871985","0.58164275111331","0.294532409698169","0.032533399307274","0.091291439881247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.76026132651612","0.423235335889788","0.120053565450285","0.355674589889521","0.146568463341145","0.377703381319049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.954969357847056","0.712496669331202","0.255078125","0.5212890625","0.1025390625","0.12109375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Patient Characteristics","0.958167954877794","0.616461249216628","0.403522229680059","0.342027039984658","0.04490683031291","0.209543900022373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.822819314641745","0.338979750778816","0.238377707269968","0.499655124844806","0.092564491654021","0.169402676231204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.971843251088534","0.787227866473149","0.637793370433099","0.18630534720542","0.06823130897653","0.10766997338495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.933642771187898","0.439917483238783","0.144784853700516","0.296385542168675","0.25342512908778","0.305404475043029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.998066298342541","0.990331491712707","0.169348456871538","0.691638090213664","0.108942231601161","0.030071221313638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.959647404505387","0.844466209598433","0.278371884863617","0.519150138973948","0.068356338625336","0.134121637537099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.977468250716919","0.701761573125768","0.256285274499743","0.567213955874808","0.030528476141611","0.145972293483838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.868369577724082","0.547117707973766","0.066519629466255","0.665902073224526","0.077988531098368","0.189589766210851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.850071394574012","0.610661589719181","0.128242494899446","0.670067035849606","0.061206645292918","0.14048382395803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.743236596163306","0.454992621741269","0.231324990323829","0.375306412075861","0.070055476712682","0.323313120887627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.986754966887417","0.748344370860927","0.244292647851878","0.434477799748337","0.095991371562107","0.225238180837678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.82655293088364","0.426946631671041","0.208567415730337","0.563061797752809","0.087359550561798","0.141011235955056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.578032672923184","0.166145290232881","0.059880239520958","0.162395209580838","0.345149700598802","0.432574850299401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.946512723845429","0.565857681432611","0.601351351351351","0.274922463447054","0.012848914488259","0.110877270713336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.838588371420307","0.550766560601678","0.154122202285391","0.291434507507791","0.020209651525168","0.534233638681651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.780706243602866","0.577533265097236","0.253362174362833","0.540393115771654","0.101852722655883","0.10439198720963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Patient Characteristics","0.97073856975381","0.667104337631887","0.386486084238726","0.343027236195863","0.038666468224438","0.231820211340973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.964123452921824","0.452765157449475","0.303787878787879","0.488787878787879","0.09530303030303","0.112121212121212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.978021978021978","0.726648351648352","0.765542839467986","0.124033405505722","0.049489638107021","0.06093411691927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.959598165538327","0.415156147630487","0.14323570432357","0.297489539748954","0.266317991631799","0.292956764295676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.996806966618287","0.992162554426705","0.182218956649522","0.686015184913054","0.096252755326966","0.035513103110458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.975394171046345","0.89010989010989","0.287184594953519","0.514750521722633","0.069009675583381","0.129055207740467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.966484268125855","0.641928864569083","0.234111393575225","0.558585625144442","0.036746013404206","0.170556967876127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.863517745302714","0.509655532359081","0.054667162513946","0.657865377463741","0.089159538862031","0.198307921160283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.881126173096976","0.665276329509906","0.099109792284867","0.740059347181009","0.053412462908012","0.107418397626113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.712258796821793","0.404653802497162","0.257621750032995","0.39144780256038","0.072588095552329","0.278342351854296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.838068181818182","0.638494318181818","0.231009365244537","0.483697537287548","0.088276101283385","0.19701699618453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.847687924611002","0.504930966469428","0.190643274853801","0.582623224728488","0.085213032581454","0.141520467836257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.592360882449786","0.197234112611129","0.059752747252747","0.177884615384615","0.345467032967033","0.416895604395604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.92697603263641","0.696889342172361","0.648060453400504","0.283929471032746","0.011889168765743","0.056120906801008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.969220549158547","0.682019486271036","0.201388888888889","0.416666666666667","0.103687739463602","0.278256704980843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.909801136363636","0.728160511363636","0.213876319758673","0.533433886375063","0.103368526897939","0.149321266968326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Patient Characteristics","0.981271980000847","0.714503622727851","0.390762061403509","0.405646929824561","0.041968201754386","0.161622807017544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.976425855513308","0.612737642585551","0.128670503172495","0.64364763169544","0.079681274900398","0.148000590231666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.976219512195122","0.728658536585366","0.637376237623762","0.236633663366337","0.06460396039604","0.061386138613861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.967048422744625","0.427365883062086","0.144690202750603","0.290231107330214","0.266624131575216","0.298454558343967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.999281609195402","0.994971264367816","0.179212208702825","0.716848834811301","0.075479480305218","0.028459476180656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.988626670457777","0.91157236280921194","0.32394676537987","0.4806980433633","0.068394147717257","0.126961043539573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.939280868385346","0.577001356852103","0.247271882981193","0.575574645925238","0.035987926631066","0.141165544462503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.869565217391304","0.528661646830216","0.060329708874079","0.660294633461943","0.090669940371799","0.188705717292178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.896381578947368","0.673930921052632","0.120443740095087","0.73851030110935","0.049656629688325","0.091389329107237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.812459858702633","0.549775208734746","0.321351727629414","0.37172509808885","0.073788128085053","0.233135046196684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.930656934306569","0.785888077858881","0.322033898305085","0.425788056391573","0.094725170283542","0.1574528750198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.8894901144641","0.62060353798127","0.234733498058595","0.536886692552065","0.077656194846453","0.150723614542887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.564204923486361","0.172322022621424","0.060544217687075","0.167800453514739","0.349659863945578","0.421995464852608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.919718034070883","0.638829058155473","0.37195558739255","0.511909025787966","0.01172994269341","0.104405444126075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
